Date,Open,High,Low,Close,Adj Close,Volume
9/20/2023,33261.35156,33267.14063,32988.64844,33023.78125,33023.78125,113500000
9/21/2023,32865.55859,32939.89063,32550.65039,32571.0293,32571.0293,107900000
9/22/2023,32189.32031,32535.66992,32154.5293,32402.41016,32402.41016,109800000
9/25/2023,32517.25977,32722.2207,32388.2793,32678.61914,32678.61914,82100000
9/26/2023,32640.05078,32643.41016,32315.05078,32315.05078,32315.05078,86500000
9/27/2023,32023.36914,32371.90039,31960.32031,32371.90039,32371.90039,105600000
9/28/2023,32119.36914,32164.44922,31674.41992,31872.51953,31872.51953,115900000
9/29/2023,32018.64063,32027.46094,31717.74023,31857.61914,31857.61914,132000000
10/2/2023,32101.9707,32401.58008,31759.88086,31759.88086,31759.88086,103100000
10/3/2023,31607.9707,31607.9707,31157.40039,31237.93945,31237.93945,109600000
10/4/2023,30765.0293,30830.84961,30487.66992,30526.88086,30526.88086,137200000
10/5/2023,30733.65039,31083.90039,30565.32031,31075.35938,31075.35938,114200000
10/6/2023,31003.94922,31160.44922,30928.16016,30994.66992,30994.66992,94600000
10/10/2023,31314.66992,31818.25977,31314.66992,31746.5293,31746.5293,101000000
10/11/2023,31847.09961,32037.07031,31804.08984,31936.50977,31936.50977,89500000
10/12/2023,32120.93945,32494.66016,32120.93945,32494.66016,32494.66016,100600000
10/13/2023,32328.39063,32533.08008,32249.0293,32315.99023,32315.99023,91500000
10/16/2023,31983.03906,31999.78906,31564.31055,31659.0293,31659.0293,84500000
10/17/2023,32063.78906,32260.76953,31901.39063,32040.28906,32040.28906,75600000
10/18/2023,32033.81055,32101.4707,31866.94922,32042.25,32042.25,83200000
10/19/2023,31579.53906,31669.41992,31399.16992,31430.61914,31430.61914,80700000
10/20/2023,31164.89063,31428.9707,31093.90039,31259.35938,31259.35938,84500000
10/23/2023,31151.98047,31177.41016,30974.25977,30999.55078,30999.55078,73500000
10/24/2023,31157.00977,31210.25977,30551.66992,31062.34961,31062.34961,97900000
10/25/2023,31302.50977,31466.91992,31195.58008,31269.91992,31269.91992,78700000
10/26/2023,30902.91992,30943.33008,30567.60938,30601.7793,30601.7793,85600000
10/27/2023,30713.78906,31081.48047,30687.33008,30991.68945,30991.68945,89100000
10/30/2023,30663.48047,30762.5,30538.28906,30696.96094,30696.96094,187000000
10/31/2023,30694.96094,30973.66016,30552.65039,30858.84961,30858.84961,134300000
11/1/2023,31311.2207,31601.65039,31301.50977,31601.65039,31601.65039,130100000
11/2/2023,31987.01953,32087.13086,31878.35938,31949.89063,31949.89063,121100000
11/6/2023,32450.82031,32766.53906,32395.5,32708.48047,32708.48047,139400000
11/7/2023,32551.76953,32591.10938,32250.92969,32271.82031,32271.82031,106700000
11/8/2023,32457.23047,32512.16992,32049.33984,32166.48047,32166.48047,156200000
11/9/2023,32316.39063,32723.71094,32193.19922,32646.46094,32646.46094,115500000
11/10/2023,32491.24023,32598.92969,32248.24023,32568.10938,32568.10938,111300000
11/13/2023,32818.14844,32913.30859,32499.2793,32585.10938,32585.10938,90600000
11/14/2023,32760.50977,32836.26953,32667.40039,32695.92969,32695.92969,88100000
11/15/2023,33112.30859,33556.51953,33096.92969,33519.69922,33519.69922,123800000
11/16/2023,33399.58984,33614.12891,33233.83984,33424.41016,33424.41016,94200000
11/17/2023,33344.85156,33599.62891,33263.67188,33585.19922,33585.19922,93200000
